# iterations	 errorinentropy	 maxerror	 minmean	 maxmean	 cverror	 (generated with python scripts-python-make-data/ising-multi-heat-capacity.py --file_dir=../ising-cp-data/ --reference=../deft/papers/histogram/data/ising-32-reference-lndos.dat --save_dir=ising/data/comparison/N32 --filename ising-sad-32 ising-samc-1e5-32 ising-samc-1e6-32 ising-samc-1e7-32 ising-wl-32 ising-wl-inv-t-32 --N=32 --Emin=2048 --Emax=0 --seed_avg=8
0.03125	184	705.7	184	184	321.9
0.0625	184	705.7	184	184	321.9
0.09375	184	705.7	184	184	321.9
0.125	184	705.7	184	184	321.9
0.1875	184	705.7	184	184	321.9
0.2188	184	705.7	184	184	321.9
0.3125	184	705.7	184	184	321.9
0.4062	184	705.7	184	184	321.9
0.5625	184	705.7	184	184	321.9
0.75	184	705.7	184	184	321.9
1	184	705.7	184	184	321.9
1.312	184	705.7	183.9	184	321.9
1.75	184	705.7	183.9	184	321.9
2.344	184	705.6	183.9	184	321.9
3.125	183.9	705.6	183.9	184	321.9
4.156	183.9	705.5	183.8	184	321.9
5.562	183.8	705.1	183.7	183.9	321.9
7.406	183.8	704.9	183.6	183.8	321.9
9.875	183.6	704.5	183.5	183.7	321.9
13.19	183.5	704.3	183.3	183.7	321.9
17.56	183.4	703.2	183.1	183.7	321.9
23.44	183.1	702.9	182.9	183.4	321.9
31.25	182.8	701.5	182.5	183.1	321.9
41.69	182.3	699.8	181.9	182.8	321.9
55.56	181.6	696.4	181.1	182	321.9
74.09	180.8	695.5	180.3	181.3	321.9
98.81	180	693.4	179.7	180.2	321.9
131.8	178.3	688.8	178	178.4	321.9
175.7	176	681.3	175.6	176.2	321.9
234.3	173	671.4	172.7	173.5	321.9
312.5	169.4	667.1	168.6	169.8	321.9
416.7	164.4	665	163.7	165.4	321.9
555.7	158.1	658.6	157.3	158.6	321.9
741.1	149.3	644.7	148.7	150.2	321.9
988.2	138.7	631.9	137.7	142	321.9
1318	127.6	616	124.7	131.7	322.1
1757	126.6	603.3	120	136.5	686.1
2343	128.2	577.9	122.4	143.4	683.2
3125	139.6	551.8	123.5	153.4	681.1
4167	160.3	629.4	141.5	167.4	640.1
5557	199.1	742.6	189	209.4	633.5
7411	269.8	950.4	259.5	285.4	637.1
9882	354.5	1137	334.1	380.2	626.9
1.318e+04	475.1	1439	450.3	501.8	625.4
1.757e+04	607.3	1777	598.9	619.2	625.2
2.343e+04	749.7	2230	692	776.7	631.4
3.125e+04	867.9	2713	710.2	950.5	602
4.167e+04	1045	3469	937.7	1135	638.8
5.557e+04	1144	4368	859.9	1299	645.2
7.411e+04	1351	5585	1209	1525	629.7
9.882e+04	1316	7051	997	1639	608.6
1.318e+05	1283	8324	897.1	1620	622
1.757e+05	1262	8907	967.2	1608	665.3
2.343e+05	1234	7972	1051	1393	623.6
3.125e+05	1388	9631	1028	1851	614.4
4.167e+05	1284	8672	1066	1524	591.6
5.557e+05	1243	9642	452	1971	576.2
7.411e+05	274.9	2053	113.7	349.2	480.7
9.882e+05	68.95	567.8	44.23	111.3	320.1
1.318e+06	11.92	67.5	6.616	19.21	162.2
1.757e+06	1.189	6.99	0.3658	2.435	56.84
2.343e+06	0.8649	3.984	0.3358	1.913	42.1
3.125e+06	0.4102	1.914	0.2012	0.5899	21.96
4.167e+06	0.3389	1.496	0.1792	0.5748	16.31
5.557e+06	0.2144	0.9157	0.06446	0.6345	13
7.411e+06	0.1403	0.6202	0.07741	0.3255	8.871
9.882e+06	0.1174	0.5349	0.06417	0.2167	7.245
1.318e+07	0.07716	0.3963	0.04318	0.1272	6.797
1.757e+07	0.0886	0.367	0.03396	0.1767	5.617
2.343e+07	0.07377	0.2857	0.01779	0.221	5.358
3.125e+07	0.06352	0.2538	0.02536	0.09364	4.962
4.167e+07	0.05991	0.2342	0.01962	0.08762	4.825
5.557e+07	0.05971	0.2344	0.02673	0.08667	4.706
7.411e+07	0.0592	0.2325	0.02447	0.08574	4.699
9.882e+07	0.0591	0.2321	0.02441	0.08509	4.693
1.318e+08	0.05896	0.2315	0.02441	0.084	4.688
1.757e+08	0.05897	0.2315	0.02441	0.08402	4.687
2.343e+08	0.05896	0.2315	0.02441	0.08401	4.687
3.125e+08	0.05896	0.2315	0.02441	0.08401	4.687
4.167e+08	0.05896	0.2315	0.02441	0.08401	4.687
5.557e+08	0.05896	0.2315	0.02441	0.08401	4.687
7.411e+08	0.05896	0.2315	0.02441	0.08401	4.687
9.882e+08	0.05896	0.2315	0.02441	0.08401	4.687
1.318e+09	0.05896	0.2315	0.02441	0.08401	4.687
1.757e+09	0.05896	0.2315	0.02441	0.08401	4.687
2.343e+09	0.05896	0.2315	0.02441	0.08401	4.687
3.125e+09	0.05896	0.2315	0.02441	0.08401	4.687
4.167e+09	0.05896	0.2315	0.02441	0.08401	4.687
5.557e+09	0.05896	0.2315	0.02441	0.08401	4.687
7.411e+09	0.05896	0.2315	0.02441	0.08401	4.687
9.882e+09	0.05896	0.2315	0.02441	0.08401	4.687
1.318e+10	0.05896	0.2315	0.02441	0.08401	4.687
1.757e+10	0.05896	0.2315	0.02441	0.08401	4.687
2.343e+10	0.05896	0.2315	0.02441	0.08401	4.687
3.125e+10	0.05896	0.2315	0.02441	0.08401	4.687
4.167e+10	0.05896	0.2315	0.02441	0.08401	4.687
5.557e+10	0.05896	0.2315	0.02441	0.08401	4.687
7.411e+10	0.05896	0.2315	0.02441	0.08401	4.687
9.882e+10	0.05896	0.2315	0.02441	0.08401	4.687
1.318e+11	0.05896	0.2315	0.02441	0.08401	4.687
1.757e+11	0.05896	0.2315	0.02441	0.08401	4.687
2.343e+11	0.05896	0.2315	0.02441	0.08401	4.687
3.125e+11	0.05896	0.2315	0.02441	0.08401	4.687
4.167e+11	0.05896	0.2315	0.02441	0.08401	4.687
